IDX,Y1,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13
6,0.03975655470413042,0.2580818965517242,0.9969040247678018,0.8512731481481481,0.03901840490797546,0.03904235727440147,0.03278688524590164,0.0391425908667288,0.03868194842406876,0.04938271604938271,0.48525334005545834,0.4853756933938504,0.661937487178531,0.6744894248477951
7,0.039894750975814866,0.1530172413793104,0.9547213622291021,0.7737268518518519,0.03901840490797546,0.03904235727440147,0.06229508196721312,0.03647982958327786,0.053724928366762174,0.037037037037037035,0.4844971010839406,0.48461926374180536,0.6596272915462226,0.6641359813248559
8,0.04257073332752281,0.11961206896551728,0.9117647058823529,0.7118055555555556,0.04159509202453988,0.04149785144260282,0.08688524590163935,0.037278657968313145,0.0659025787965616,0.024691358024691357,0.48399294176959845,0.4838628340897647,0.6647279051118032,0.6740225462479619
9,0.04203836359910204,0.08028017241379312,0.9024767801857584,0.6689814814814814,0.040981595092024536,0.04088397790055248,0.09836065573770492,0.03554786313407003,0.07091690544412609,0.037037037037037035,0.4844971010839406,0.48461926374180536,0.6775144066690291,0.6775956925170387
10,0.04250477601603705,0.0835129310344828,0.8684210526315789,0.6475694444444445,0.04134969325153374,0.04137507673419275,0.10819672131147541,0.035414725069897485,0.07449856733524356,0.037037037037037035,0.48525334005545834,0.4853756933938504,0.6783443054027343,0.6722066465682077
11,0.043271137159014435,0.07273706896551728,0.869969040247678,0.6284722222222222,0.04208588957055215,0.04198895027624309,0.11311475409836065,0.03568100119824258,0.07736389684813753,0.037037037037037035,0.4844971010839406,0.48436712052445846,0.6803188116596112,0.6811899538986709
14,0.0008566598432257523,0.3044181034482759,0.9903250773993808,0.8512731481481481,0.000736196319018405,0.00098219766728054,0.004918032786885246,0.0005325522566901877,0.003581661891117478,0.037037037037037035,0.4827325434837386,0.4828542612203728,0.7258606702597863,0.7098572383778902
15,0.00231243193244715,0.3001077586206897,0.9740712074303404,0.8379629629629629,0.0022085889570552146,0.002332719459791283,0.011475409836065573,0.0013313806417254693,0.008595988538681947,0.037037037037037035,0.48021174691202334,0.48033282904689967,0.7145125044292349,0.7092425539901697
16,0.005818377120350893,0.22629310344827588,0.9523993808049535,0.7835648148148149,0.005521472392638037,0.0055248618784530384,0.03114754098360656,0.0035947277326587672,0.01790830945558739,0.037037037037037035,0.47920342828333906,0.47907211296016083,0.7001664459819849,0.7057092918225861
17,0.010582222463018754,0.1858836206896552,0.9318885448916407,0.7517361111111112,0.010184049079754601,0.010067526089625538,0.04918032786885246,0.006790041272799894,0.02865329512893983,0.037037037037037035,0.47844718931182134,0.4785678265254671,0.6911261446075233,0.6928314192874822
18,0.016135199925248377,0.14870689655172417,0.9140866873065014,0.7239583333333334,0.01558282208588957,0.015469613259668509,0.06229508196721312,0.01131673545466649,0.03868194842406876,0.037037037037037035,0.47769095034030806,0.47755925365607965,0.6959936405512767,0.7051861062559386
19,0.02260922413001128,0.11745689655172414,0.9028637770897833,0.6869212962962963,0.02184049079754601,0.02185389809699202,0.07704918032786884,0.016775396085740912,0.0494269340974212,0.037037037037037035,0.477438870683137,0.4773071104387283,0.6879394267171445,0.6958438420120355
20,0.032846741119908034,0.07758620689655174,0.8746130030959752,0.6469907407407407,0.03190184049079755,0.03167587476979742,0.09836065573770492,0.02569564638530156,0.06518624641833812,0.037037037037037035,0.475674313082935,0.4755421079173002,0.7142117826970776,0.7090947482022828
23,0.025307192252214478,0.2392241379310345,0.9957430340557274,0.8055555555555556,0.024785276073619633,0.02504604051565378,0.029508196721311476,0.024097989615231,0.03008595988538682,0.037037037037037035,0.475674313082935,0.47579425113464713,0.6896551724137931,0.6977747017490352
24,0.02612616220316265,0.2182112068965518,0.9485294117647057,0.7754629629629629,0.025521472392638037,0.025659914057704115,0.04918032786885246,0.023432299294368263,0.03724928366762177,0.037037037037037035,0.475674313082935,0.4755421079173002,0.724548218048899,0.7160228512440321
25,0.02560007412345481,0.17564655172413796,0.9167956656346749,0.7395833333333334,0.0249079754601227,0.02504604051565378,0.0639344262295082,0.02130209026760751,0.04441260744985673,0.037037037037037035,0.47390975548273295,0.47402924861321455,0.7188461610190039,0.7099205837155558
26,0.026327174961976393,0.11907327586206898,0.9078947368421052,0.6956018518518519,0.025521472392638037,0.02578268876611418,0.07868852459016393,0.02076953801091732,0.052292263610315186,0.037037037037037035,0.47416183513990406,0.47428139183056145,0.7248605956621473,0.7210881321336818
27,0.024927937711171362,0.08728448275862073,0.9017027863777088,0.6915509259259259,0.024171779141104296,0.024186617556783304,0.08360655737704917,0.018905605112501667,0.053724928366762174,0.037037037037037035,0.47214519788253095,0.4720121028744352,0.7086029727159134,0.7016786514481447
28,0.025549035727662258,0.1831896551724138,0.9442724458204333,0.7471064814814815,0.0249079754601227,0.02504604051565378,0.055737704918032795,0.021967780588470244,0.041547277936962744,0.037037037037037035,0.47315351651121523,0.47327281896116946,0.7061459129818544,0.7027649066829331
29,0.026150503591925254,0.1546336206896552,0.9427244582043343,0.7459490740740741,0.025521472392638037,0.025537139349294045,0.060655737704918035,0.021967780588470244,0.04441260744985673,0.037037037037037035,0.47315351651121523,0.47327281896116946,0.6905153764383358,0.6858047790538084
32,0.0008503781945128227,0.29956896551724144,0.9895510835913311,0.8524305555555556,0.000736196319018405,0.00098219766728054,0.004918032786885246,0.0005325522566901877,0.003581661891117478,0.037037037037037035,0.4686160826821269,0.4687342410489169,0.531160832509651,0.5060541719943223
33,0.0026398628716085967,0.2914870689655173,0.9717492260061918,0.8391203703703703,0.0024539877300613494,0.002701043585021486,0.01639344262295082,0.0014645187058980164,0.010028653295128939,0.037037037037037035,0.46710360473909596,0.46722138174483124,0.5230506704462804,0.507450115546588
34,0.005969136689461199,0.23168103448275865,0.9415634674922599,0.7719907407407408,0.005644171779141104,0.005647636586863106,0.03442622950819673,0.0031953135401411262,0.020773638968481375,0.037037037037037035,0.46483488782455173,0.464952092788705,0.5255263795900861,0.5130901967224655
35,0.01086489665510058,0.19612068965517243,0.9206656346749226,0.7390046296296295,0.010429447852760733,0.010313075506445673,0.05081967213114755,0.00692317933697244,0.030802292263610316,0.037037037037037035,0.46508696748172285,0.4652042360060519,0.5267036235803138,0.5171137987260549
36,0.016303234028319243,0.15732758620689657,0.9129256965944271,0.7100694444444444,0.015705521472392635,0.015715162676488644,0.0639344262295082,0.011449873518839037,0.03939828080229226,0.037037037037037035,0.46382656919586746,0.46394351991931754,0.5397908468696968,0.5318005325700612
37,0.022635921137041232,0.13308189655172417,0.8881578947368419,0.6909722222222222,0.02184049079754601,0.02185389809699202,0.07704918032786884,0.01690853414991346,0.050143266475644696,0.037037037037037035,0.46307033022434974,0.46318709026727245,0.5224445646295296,0.5180499020493391
38,0.03157313684336159,0.09051724137931036,0.866486068111455,0.6464120370370371,0.030552147239263805,0.030448127685696744,0.09836065573770492,0.02463054187192118,0.06375358166189111,0.037037037037037035,0.46054953365263446,0.46041351487645243,0.5273703399787396,0.5218764296690793
40,0.025428113989938366,0.28340517241379315,0.9578173374613003,0.8206018518518519,0.0249079754601227,0.02504604051565378,0.03278688524590164,0.02436426574357609,0.03008595988538682,0.037037037037037035,0.45802873708091923,0.45814422592032616,0.5431803770910651,0.5372763850927303
41,0.025739840807317494,0.23760775862068967,0.9388544891640865,0.7748842592592593,0.025153374233128835,0.02529158993247391,0.04754098360655738,0.023166023166023165,0.03724928366762177,0.04938271604938271,0.4552558608520284,0.4551185073121548,0.5347018891852074,0.5302849367133152
42,0.02534802296884852,0.16864224137931041,0.9434984520123838,0.7592592592592592,0.024662576687116564,0.02480049109883364,0.055737704918032795,0.021568366395952603,0.042263610315186245,0.037037037037037035,0.44971010839425124,0.44957135653051034,0.5376368400440126,0.5442561028540592
43,0.025307192252214478,0.18857758620689657,0.9434984520123838,0.7627314814814816,0.024662576687116564,0.02480049109883364,0.054098360655737705,0.021967780588470244,0.04083094555873925,0.037037037037037035,0.44794555079404924,0.4478063540090778,0.5328486040916804,0.5373045385761377
44,0.025541968872860216,0.17564655172413796,0.9307275541795664,0.742476851851852,0.0249079754601227,0.02492326580724371,0.060655737704918035,0.021568366395952603,0.043696275071633234,0.037037037037037035,0.4461809931938472,0.44604135148764523,0.5246312079222695,0.5230447992304713
45,0.025496426919691475,0.13146551724137934,0.9136996904024768,0.7123842592592593,0.024785276073619633,0.02480049109883364,0.07377049180327869,0.020236985754227135,0.050143266475644696,0.037037037037037035,0.4436601966221319,0.4435199193141721,0.5211624177094795,0.5152275153377832
46,0.025015880793152374,0.12230603448275866,0.9047987616099071,0.6979166666666666,0.024294478527607362,0.024309392265193373,0.07704918032786884,0.019438157369191852,0.05157593123209169,0.037037037037037035,0.44214771867910097,0.44200706001008644,0.5428516812442887,0.5374077680152965
47,0.024766185256813428,0.12823275862068967,0.8955108359133126,0.6788194444444444,0.023926380368098157,0.024063842848373235,0.08032786885245902,0.01903874317667421,0.052292263610315186,0.037037037037037035,0.43836652382152586,0.4382249117498745,0.5600860670259787,0.5525778033244572
